id,matchPeriod,minute,second,type.primary,type.secondary,team.name,player.name,location.x,location.y,pass.endLocation.x,pass.endLocation.y,pass.recipient.name,pass.accurate,shot.xg,shot.isGoal,shot.onTarget
100773,1H,3,24,touch,,Melbourne Victory,Kalifa,51.9,79.5,,,,,,,
100702,1H,3,26,touch,,Sydney FC,Redmayne,6.5,61.4,,,,,,,
100204,1H,3,31,pass,short_or_medium_pass,Sydney FC,Lolley,49.7,34.0,67.0,85.4,Brattan,True,,,
100268,1H,3,50,pass,short_or_medium_pass,Sydney FC,Brattan,66.3,85.0,26.0,70.5,Girdwood-Reich,True,,,
100897,1H,3,52,touch,,Melbourne Victory,Vidosic,1.0,27.5,,,,,,,
100377,1H,4,8,pass,short_or_medium_pass,Melbourne Victory,Roderick,17.0,53.1,59.1,30.8,Rojas,True,,,
100649,1H,4,10,touch,,Sydney FC,Brattan,35.1,99.0,,,,,,,
100250,1H,4,12,pass,short_or_medium_pass,Sydney FC,Segecic,77.5,22.5,77.2,49.3,Teague,True,,,
100080,1H,4,16,pass,short_or_medium_pass,Sydney FC,Rodwell,23.7,34.0,27.7,8.5,Grant,True,,,
100039,1H,4,18,pass,short_or_medium_pass,Sydney FC,Redmayne,1.0,51.5,53.1,62.1,Caceres,True,,,
100626,1H,4,36,touch,,Sydney FC,Lolley,49.0,41.0,,,,,,,
100433,1H,4,40,pass,short_or_medium_pass,Melbourne Victory,Brimmer,48.7,53.1,48.3,23.1,Rojas,True,,,
100860,1H,4,45,touch,,Melbourne Victory,Rojas,17.7,73.5,,,,,,,
100070,1H,5,17,pass,short_or_medium_pass,Sydney FC,Rodwell,16.8,29.1,4.7,48.7,Redmayne,True,,,
100739,1H,5,20,touch,,Melbourne Victory,Roderick,1.0,44.6,,,,,,,
100091,1H,5,22,pass,short_or_medium_pass,Sydney FC,Rodwell,5.2,44.1,30.4,82.7,Girdwood-Reich,True,,,
100050,1H,5,39,pass,short_or_medium_pass,Sydney FC,Grant,23.1,11.2,18.7,37.4,Rodwell,True,,,
100507,1H,5,42,pass,progressive_pass,Melbourne Victory,Vidosic,19.4,5.0,49.2,16.1,Arslan,True,,,
100750,1H,5,44,touch,,Melbourne Victory,Vidosic,21.3,40.3,,,,,,,
100759,1H,5,48,touch,,Melbourne Victory,Arslan,59.7,65.3,,,,,,,
100659,1H,5,49,touch,,Sydney FC,Redmayne,14.0,49.3,,,,,,,
100581,1H,5,52,touch,,Sydney FC,Kucharski,39.7,59.0,,,,,,,
100783,1H,5,52,touch,,Melbourne Victory,Vidosic,22.1,14.0,,,,,,,
100593,1H,5,59,touch,,Sydney FC,Redmayne,1.0,65.4,,,,,,,
100870,1H,6,0,touch,,Melbourne Victory,Kalifa,68.7,43.5,,,,,,,
100317,1H,6,2,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,51.9,31.8,24.9,Vidosic,True,,,
100431,1H,6,7,pass,short_or_medium_pass,Melbourne Victory,Brimmer,40.8,46.1,36.5,43.8,Arslan,True,,,
100647,1H,6,17,touch,,Sydney FC,Redmayne,73.2,46.1,,,,,,,
100366,1H,6,22,pass,short_or_medium_pass,Melbourne Victory,Geria,28.3,44.5,51.7,74.5,Kalifa,True,,,
100769,1H,6,22,touch,,Melbourne Victory,Rojas,56.0,52.5,,,,,,,
100044,1H,6,31,pass,short_or_medium_pass,Sydney FC,Grant,38.6,18.4,3.2,41.3,Redmayne,True,,,
100589,1H,6,35,touch,,Sydney FC,Segecic,32.1,88.3,,,,,,,
100895,1H,6,39,touch,,Melbourne Victory,Izzo,38.5,10.7,,,,,,,
100459,1H,6,40,pass,short_or_medium_pass,Melbourne Victory,Bacus,57.7,50.4,36.8,30.2,Arslan,True,,,
100728,1H,6,40,touch,,Sydney FC,Brattan,47.0,56.6,,,,,,,
100177,1H,6,47,pass,short_or_medium_pass,Sydney FC,Caceres,37.8,38.8,72.8,43.5,Teague,True,,,
100424,1H,6,54,pass,short_or_medium_pass,Melbourne Victory,Brimmer,42.7,62.4,41.7,90.6,Neyder,True,,,
100301,1H,6,59,pass,progressive_pass,Sydney FC,Burgess,26.3,65.8,55.1,95.0,Girdwood-Reich,True,,,
100678,1H,7,2,touch,,Sydney FC,Redmayne,69.8,75.5,,,,,,,
100879,1H,7,2,touch,,Melbourne Victory,Chiba,99.0,35.0,,,,,,,
100064,1H,7,9,pass,short_or_medium_pass,Sydney FC,Grant,20.4,22.8,53.0,19.5,Lolley,True,,,
100084,1H,7,12,pass,short_or_medium_pass,Sydney FC,Rodwell,21.8,47.8,21.8,19.0,Grant,True,,,
100631,1H,7,33,touch,,Sydney FC,Kucharski,59.6,14.1,,,,,,,
100777,1H,7,35,touch,,Melbourne Victory,Kalifa,39.1,57.6,,,,,,,
100420,1H,7,39,pass,short_or_medium_pass,Melbourne Victory,Brimmer,44.6,57.9,22.5,70.0,Roderick,True,,,
100555,1H,7,42,touch,,Sydney FC,Teague,72.0,65.1,,,,,,,
100049,1H,7,48,pass,short_or_medium_pass,Sydney FC,Grant,30.9,24.1,21.3,33.8,Rodwell,True,,,
100137,1H,7,49,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,25.5,78.1,48.6,43.1,Caceres,True,,,
100201,1H,7,59,pass,short_or_medium_pass,Sydney FC,Lolley,68.9,18.1,94.9,59.5,Teague,True,,,
100403,1H,8,10,pass,short_or_medium_pass,Melbourne Victory,Arslan,30.6,41.9,26.6,87.8,Neyder,True,,,
100558,1H,8,16,touch,,Sydney FC,Caceres,71.0,57.9,,,,,,,
100570,1H,8,36,touch,,Sydney FC,Teague,24.4,40.1,,,,,,,
100370,1H,8,39,pass,short_or_medium_pass,Melbourne Victory,Roderick,21.3,69.4,9.3,56.4,Izzo,True,,,
100692,1H,8,39,touch,,Sydney FC,Caceres,22.1,50.0,,,,,,,
100651,1H,8,41,touch,,Sydney FC,Lolley,43.6,83.3,,,,,,,
100072,1H,8,46,pass,short_or_medium_pass,Sydney FC,Rodwell,26.3,44.3,3.7,54.4,Redmayne,True,,,
100048,1H,8,49,pass,short_or_medium_pass,Sydney FC,Grant,30.8,14.5,25.5,41.3,Rodwell,True,,,
100045,1H,8,50,pass,short_or_medium_pass,Sydney FC,Grant,41.4,13.1,2.1,53.6,Redmayne,True,,,
100139,1H,8,52,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,32.9,73.2,45.5,40.0,Caceres,True,,,
100578,1H,8,52,touch,,Sydney FC,Lolley,48.2,87.1,,,,,,,
100667,1H,9,10,touch,,Sydney FC,Girdwood-Reich,12.3,74.1,,,,,,,
100036,1H,9,17,pass,short_or_medium_pass,Sydney FC,Redmayne,4.9,53.8,51.6,60.7,Caceres,True,,,
100844,1H,9,22,touch,,Melbourne Victory,Kalifa,80.1,68.4,,,,,,,
100760,1H,9,24,touch,,Melbourne Victory,Vidosic,50.5,47.9,,,,,,,
100481,1H,9,32,pass,short_or_medium_pass,Melbourne Victory,Kalifa,58.9,77.3,62.7,53.1,Bacus,True,,,
100115,1H,9,34,pass,short_or_medium_pass,Sydney FC,Burgess,26.3,71.8,22.6,88.1,Girdwood-Reich,True,,,
100182,1H,9,37,pass,short_or_medium_pass,Sydney FC,Caceres,54.9,55.7,72.2,84.0,Brattan,True,,,
100756,1H,9,41,touch,,Melbourne Victory,Neyder,44.5,60.1,,,,,,,
100884,1H,9,41,touch,,Melbourne Victory,Geria,23.8,67.2,,,,,,,
100842,1H,9,52,touch,,Melbourne Victory,Bacus,44.9,46.1,,,,,,,
100471,1H,10,3,pass,short_or_medium_pass,Melbourne Victory,Kalifa,68.7,79.4,36.4,89.2,Neyder,True,,,
100845,1H,10,4,touch,,Melbourne Victory,Geria,75.4,28.2,,,,,,,
100127,1H,10,9,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,22.3,81.2,20.4,24.7,Grant,True,,,
100447,1H,10,13,pass,short_or_medium_pass,Melbourne Victory,Rojas,68.8,31.5,28.2,16.0,Vidosic,True,,,
100169,1H,10,15,pass,short_or_medium_pass,Sydney FC,Caceres,44.5,49.2,54.9,22.9,Lolley,True,,,
100648,1H,10,15,touch,,Sydney FC,Brattan,10.6,4.6,,,,,,,
100703,1H,10,28,touch,,Sydney FC,Segecic,21.1,57.4,,,,,,,
100380,1H,10,31,pass,short_or_medium_pass,Melbourne Victory,Neyder,26.4,78.2,1.0,55.5,Izzo,True,,,
100126,1H,10,32,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,30.6,91.6,32.4,23.0,Grant,True,,,
100364,1H,10,34,pass,short_or_medium_pass,Melbourne Victory,Geria,23.4,29.9,42.5,33.0,Arslan,True,,,
100883,1H,10,38,touch,,Melbourne Victory,Geria,45.5,42.5,,,,,,,
100519,1H,10,52,touch,,Sydney FC,Lolley,43.4,22.6,,,,,,,
100503,1H,10,53,pass,progressive_pass,Melbourne Victory,Roderick,10.0,40.6,38.5,55.2,Bacus,True,,,
100806,1H,10,54,touch,,Melbourne Victory,Brimmer,33.5,84.4,,,,,,,
100829,1H,11,18,touch,,Melbourne Victory,Vidosic,55.2,9.0,,,,,,,
100073,1H,11,19,pass,short_or_medium_pass,Sydney FC,Rodwell,26.8,34.3,9.6,57.6,Redmayne,True,,,
100483,1H,11,26,pass,short_or_medium_pass,Melbourne Victory,Kalifa,69.0,66.9,63.0,69.7,Bacus,True,,,
100228,1H,11,32,pass,short_or_medium_pass,Sydney FC,Kucharski,63.4,81.4,89.2,47.4,Teague,True,,,
100323,1H,11,33,pass,short_or_medium_pass,Melbourne Victory,Izzo,13.6,58.6,27.4,28.3,Geria,True,,,
100304,1H,11,34,pass,progressive_pass,Sydney FC,Rodwell,26.9,46.1,51.6,51.0,,False,,,
100791,1H,11,34,touch,,Melbourne Victory,Bacus,38.1,66.7,,,,,,,
100624,1H,11,37,touch,,Sydney FC,Redmayne,36.9,46.9,,,,,,,
100429,1H,11,45,pass,short_or_medium_pass,Melbourne Victory,Brimmer,39.3,70.2,33.0,30.1,Arslan,True,,,
100458,1H,11,45,pass,short_or_medium_pass,Melbourne Victory,Bacus,54.2,43.5,42.0,40.9,Arslan,True,,,
100877,1H,11,47,touch,,Melbourne Victory,Vidosic,56.1,66.0,,,,,,,
100547,1H,11,52,touch,,Sydney FC,Grant,99.0,62.9,,,,,,,
100289,1H,12,1,pass,progressive_pass,Sydney FC,Rodwell,32.4,43.0,62.4,28.5,,False,,,
100089,1H,12,3,pass,short_or_medium_pass,Sydney FC,Rodwell,24.0,45.8,25.2,59.9,Burgess,True,,,
100047,1H,12,4,pass,short_or_medium_pass,Sydney FC,Grant,31.5,15.5,24.0,25.2,Rodwell,True,,,
100505,1H,12,7,pass,progressive_pass,Melbourne Victory,Vidosic,10.0,14.2,30.0,8.6,Roderick,True,,,
100537,1H,12,17,touch,,Sydney FC,Lolley,71.8,12.6,,,,,,,
100741,1H,12,20,touch,,Melbourne Victory,Neyder,1.0,54.5,,,,,,,
100661,1H,12,23,touch,,Sydney FC,Girdwood-Reich,48.6,77.7,,,,,,,
100394,1H,12,24,pass,short_or_medium_pass,Melbourne Victory,Neyder,33.0,71.4,63.1,80.3,Kalifa,True,,,
100600,1H,12,25,touch,,Sydney FC,Girdwood-Reich,32.9,80.6,,,,,,,
100277,1H,12,28,pass,short_or_medium_pass,Sydney FC,Brattan,70.6,82.5,84.0,55.0,Teague,True,,,
100786,1H,12,29,touch,,Melbourne Victory,Izzo,40.5,47.4,,,,,,,
100467,1H,12,48,pass,short_or_medium_pass,Melbourne Victory,Bacus,66.0,54.6,64.4,72.6,Kalifa,True,,,
100591,1H,12,54,touch,,Sydney FC,Teague,53.3,98.4,,,,,,,
100001,1H,13,8,shot,,Sydney FC,Caceres,85.7,51.3,,,,,0.13,False,False
100398,1H,13,15,pass,short_or_medium_pass,Melbourne Victory,Arslan,32.9,45.9,1.0,51.6,Izzo,True,,,
100363,1H,13,21,pass,short_or_medium_pass,Melbourne Victory,Geria,17.3,46.8,43.7,42.6,Arslan,True,,,
100608,1H,13,21,touch,,Sydney FC,Kucharski,81.0,10.4,,,,,,,
100851,1H,13,24,touch,,Melbourne Victory,Chiba,9.7,84.7,,,,,,,
100517,1H,13,30,pass,progressive_pass,Melbourne Victory,Arslan,36.0,44.1,53.5,45.0,Izzo,True,,,
100855,1H,13,40,touch,,Melbourne Victory,Kalifa,49.2,85.0,,,,,,,
100247,1H,13,42,pass,short_or_medium_pass,Sydney FC,Segecic,80.2,20.4,36.3,70.6,Kucharski,True,,,
100828,1H,13,52,touch,,Melbourne Victory,Roderick,11.2,35.6,,,,,,,
100409,1H,14,6,pass,short_or_medium_pass,Melbourne Victory,Arslan,37.3,46.1,62.3,17.0,Rojas,True,,,
100522,1H,14,7,touch,,Sydney FC,Grant,69.9,27.3,,,,,,,
100672,1H,14,7,touch,,Sydney FC,Kucharski,31.9,85.5,,,,,,,
100273,1H,14,8,pass,short_or_medium_pass,Sydney FC,Brattan,64.8,83.6,63.3,83.8,Kucharski,True,,,
100113,1H,14,14,pass,short_or_medium_pass,Sydney FC,Burgess,20.8,65.4,10.7,37.9,Rodwell,True,,,
100858,1H,14,15,touch,,Melbourne Victory,Neyder,54.8,53.1,,,,,,,
100499,1H,14,18,pass,progressive_pass,Melbourne Victory,Neyder,33.2,78.3,50.8,79.6,Chiba,True,,,
100745,1H,14,21,touch,,Melbourne Victory,Vidosic,18.8,26.6,,,,,,,
100297,1H,14,23,pass,progressive_pass,Sydney FC,Burgess,19.5,53.5,40.1,39.7,Segecic,True,,,
100568,1H,14,28,touch,,Sydney FC,Grant,53.9,22.1,,,,,,,
100697,1H,14,29,touch,,Sydney FC,Teague,63.2,76.9,,,,,,,
100242,1H,14,32,pass,short_or_medium_pass,Sydney FC,Segecic,72.9,25.8,57.8,20.1,Lolley,True,,,
100259,1H,14,33,pass,short_or_medium_pass,Sydney FC,Teague,72.5,34.0,71.7,24.6,Segecic,True,,,
100192,1H,14,35,pass,short_or_medium_pass,Sydney FC,Lolley,45.7,25.1,44.6,66.0,Kucharski,True,,,
100856,1H,14,47,touch,,Melbourne Victory,Bacus,19.4,51.7,,,,,,,
100397,1H,14,48,pass,short_or_medium_pass,Melbourne Victory,Arslan,44.5,30.6,4.4,46.8,Izzo,True,,,
100488,1H,14,55,pass,short_or_medium_pass,Melbourne Victory,Chiba,77.1,47.1,38.0,40.1,Arslan,True,,,
100822,1H,15,0,touch,,Melbourne Victory,Neyder,18.9,37.2,,,,,,,
100076,1H,15,3,pass,short_or_medium_pass,Sydney FC,Rodwell,19.4,26.6,1.9,51.6,Redmayne,True,,,
100369,1H,15,5,pass,short_or_medium_pass,Melbourne Victory,Roderick,13.1,60.0,8.3,59.9,Izzo,True,,,
100002,1H,15,7,shot,,Sydney FC,Kucharski,89.8,74.2,,,,,0.1,False,False
100112,1H,15,7,pass,short_or_medium_pass,Sydney FC,Burgess,19.8,60.1,28.5,48.1,Rodwell,True,,,
100068,1H,15,14,pass,short_or_medium_pass,Sydney FC,Grant,36.0,17.8,86.6,48.4,Teague,True,,,
100480,1H,15,16,pass,short_or_medium_pass,Melbourne Victory,Kalifa,61.8,80.5,60.5,24.2,Rojas,True,,,
100790,1H,15,23,touch,,Melbourne Victory,Chiba,51.3,87.2,,,,,,,
100825,1H,15,30,touch,,Melbourne Victory,Geria,17.7,41.3,,,,,,,
100652,1H,15,40,touch,,Sydney FC,Redmayne,18.3,72.1,,,,,,,
100043,1H,15,45,pass,short_or_medium_pass,Sydney FC,Redmayne,13.2,48.9,64.4,88.0,Brattan,True,,,
100197,1H,15,55,pass,short_or_medium_pass,Sydney FC,Lolley,59.7,28.8,76.6,26.0,Segecic,True,,,
100138,1H,16,12,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,30.5,71.9,48.7,59.3,Caceres,True,,,
100787,1H,16,18,touch,,Melbourne Victory,Geria,44.7,73.8,,,,,,,
100460,1H,16,21,pass,short_or_medium_pass,Melbourne Victory,Bacus,54.1,48.8,44.5,62.3,Brimmer,True,,,
100141,1H,16,27,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,32.0,84.7,42.1,53.7,Caceres,True,,,
100518,1H,16,27,pass,progressive_pass,Melbourne Victory,Bacus,55.9,44.6,74.7,46.6,,False,,,
100763,1H,16,37,touch,,Melbourne Victory,Izzo,77.5,53.0,,,,,,,
100685,1H,16,41,touch,,Sydney FC,Teague,1.0,29.7,,,,,,,
100684,1H,16,50,touch,,Sydney FC,Lolley,38.3,45.5,,,,,,,
100779,1H,16,51,touch,,Melbourne Victory,Chiba,40.5,41.3,,,,,,,
100681,1H,16,53,touch,,Sydney FC,Caceres,50.0,31.7,,,,,,,
100618,1H,17,19,touch,,Sydney FC,Redmayne,1.0,53.1,,,,,,,
100331,1H,17,28,pass,short_or_medium_pass,Melbourne Victory,Izzo,2.8,42.9,17.8,65.7,Roderick,True,,,
100479,1H,17,30,pass,short_or_medium_pass,Melbourne Victory,Kalifa,70.8,80.4,61.8,36.7,Rojas,True,,,
100074,1H,17,43,pass,short_or_medium_pass,Sydney FC,Rodwell,18.6,47.3,1.0,53.0,Redmayne,True,,,
100636,1H,17,44,touch,,Sydney FC,Girdwood-Reich,6.7,48.5,,,,,,,
100145,1H,18,1,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,32.4,75.6,45.6,78.8,Kucharski,True,,,
100321,1H,18,12,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,56.2,20.4,30.6,Geria,True,,,
100210,1H,18,14,pass,short_or_medium_pass,Sydney FC,Kucharski,59.7,77.2,29.3,66.4,Burgess,True,,,
100330,1H,18,27,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,56.1,22.7,54.6,Roderick,True,,,
100758,1H,18,28,touch,,Melbourne Victory,Kalifa,58.5,94.2,,,,,,,
100906,1H,18,32,touch,,Melbourne Victory,Brimmer,36.5,38.8,,,,,,,
100545,1H,18,40,touch,,Sydney FC,Brattan,1.0,48.8,,,,,,,
100372,1H,18,41,pass,short_or_medium_pass,Melbourne Victory,Roderick,7.7,56.1,34.3,86.2,Neyder,True,,,
100583,1H,18,48,touch,,Sydney FC,Brattan,19.2,31.7,,,,,,,
100528,1H,19,0,touch,,Sydney FC,Kucharski,99.0,56.7,,,,,,,
100285,1H,19,5,pass,progressive_pass,Sydney FC,Caceres,35.8,48.3,58.3,40.0,,False,,,
100374,1H,19,16,pass,short_or_medium_pass,Melbourne Victory,Roderick,18.9,61.2,46.3,32.9,Arslan,True,,,
100140,1H,19,18,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,16.3,68.2,46.4,63.7,Caceres,True,,,
100815,1H,19,18,touch,,Melbourne Victory,Roderick,14.9,74.0,,,,,,,
100319,1H,19,26,pass,short_or_medium_pass,Melbourne Victory,Izzo,15.5,46.1,29.4,38.1,Geria,True,,,
100754,1H,19,28,touch,,Melbourne Victory,Brimmer,53.2,87.9,,,,,,,
100438,1H,19,34,pass,short_or_medium_pass,Melbourne Victory,Brimmer,42.8,64.8,68.7,56.9,Bacus,True,,,
100818,1H,19,40,touch,,Melbourne Victory,Vidosic,21.2,47.0,,,,,,,
100026,1H,19,43,pass,short_or_medium_pass,Sydney FC,Redmayne,8.4,46.0,10.5,33.1,Rodwell,True,,,
100030,1H,19,44,pass,short_or_medium_pass,Sydney FC,Redmayne,12.6,42.3,18.0,33.0,Rodwell,True,,,
100260,1H,19,52,pass,short_or_medium_pass,Sydney FC,Teague,80.7,47.9,69.2,78.3,Brattan,True,,,
100291,1H,19,56,pass,progressive_pass,Sydney FC,Rodwell,23.7,41.0,39.7,33.3,Lolley,True,,,
100164,1H,19,58,pass,short_or_medium_pass,Sydney FC,Caceres,40.7,46.4,34.0,79.7,Girdwood-Reich,True,,,
100621,1H,19,59,touch,,Sydney FC,Teague,1.0,44.8,,,,,,,
100179,1H,20,1,pass,short_or_medium_pass,Sydney FC,Caceres,36.5,57.4,87.0,43.1,Teague,True,,,
100634,1H,20,3,touch,,Sydney FC,Rodwell,43.7,77.6,,,,,,,
100492,1H,20,12,pass,short_or_medium_pass,Melbourne Victory,Chiba,63.4,40.2,62.5,54.2,Bacus,True,,,
100683,1H,20,17,touch,,Sydney FC,Brattan,35.9,77.4,,,,,,,
100324,1H,20,19,pass,short_or_medium_pass,Melbourne Victory,Izzo,8.0,49.3,13.5,28.5,Geria,True,,,
100705,1H,20,22,touch,,Sydney FC,Rodwell,32.0,61.4,,,,,,,
100752,1H,20,23,touch,,Melbourne Victory,Chiba,6.4,9.9,,,,,,,
100176,1H,20,33,pass,short_or_medium_pass,Sydney FC,Caceres,39.6,53.0,74.0,24.1,Segecic,True,,,
100069,1H,20,39,pass,short_or_medium_pass,Sydney FC,Grant,26.9,20.7,70.4,81.8,Brattan,True,,,
100592,1H,20,42,touch,,Sydney FC,Grant,27.5,71.7,,,,,,,
100155,1H,20,47,pass,short_or_medium_pass,Sydney FC,Caceres,49.1,43.4,31.2,10.8,Grant,True,,,
100882,1H,20,48,touch,,Melbourne Victory,Chiba,8.0,4.7,,,,,,,
100389,1H,20,53,pass,short_or_medium_pass,Melbourne Victory,Neyder,32.6,96.5,38.9,69.4,Brimmer,True,,,
100708,1H,20,53,touch,,Sydney FC,Teague,81.7,58.3,,,,,,,
100902,1H,21,10,touch,,Melbourne Victory,Bacus,75.7,1.0,,,,,,,
100307,1H,21,29,pass,progressive_pass,Sydney FC,Rodwell,20.8,23.4,54.7,21.0,,False,,,
100793,1H,21,29,touch,,Melbourne Victory,Bacus,47.9,23.7,,,,,,,
100541,1H,21,36,touch,,Sydney FC,Kucharski,5.1,70.6,,,,,,,
100170,1H,21,38,pass,short_or_medium_pass,Sydney FC,Caceres,49.2,44.4,52.8,68.4,Kucharski,True,,,
100623,1H,21,43,touch,,Sydney FC,Segecic,39.3,66.6,,,,,,,
100110,1H,21,49,pass,short_or_medium_pass,Sydney FC,Burgess,19.9,67.6,11.7,35.4,Rodwell,True,,,
100511,1H,21,54,pass,progressive_pass,Melbourne Victory,Neyder,15.7,79.0,30.7,65.9,,False,,,
100609,1H,21,54,touch,,Sydney FC,Girdwood-Reich,67.5,61.6,,,,,,,
100283,1H,22,27,pass,progressive_pass,Sydney FC,Girdwood-Reich,27.4,94.4,48.3,95.0,Grant,True,,,
100230,1H,22,40,pass,short_or_medium_pass,Sydney FC,Kucharski,56.2,72.1,80.5,49.9,Teague,True,,,
100027,1H,22,41,pass,short_or_medium_pass,Sydney FC,Redmayne,1.0,41.0,22.2,43.4,Rodwell,True,,,
100865,1H,22,58,touch,,Melbourne Victory,Bacus,62.0,37.2,,,,,,,
100821,1H,23,0,touch,,Melbourne Victory,Arslan,28.3,64.6,,,,,,,
100767,1H,23,2,touch,,Melbourne Victory,Brimmer,6.2,41.9,,,,,,,
100617,1H,23,9,touch,,Sydney FC,Grant,19.7,59.8,,,,,,,
100550,1H,23,33,touch,,Sydney FC,Brattan,45.4,1.0,,,,,,,
100265,1H,23,39,pass,short_or_medium_pass,Sydney FC,Teague,72.7,49.7,75.1,82.9,Brattan,True,,,
100181,1H,23,40,pass,short_or_medium_pass,Sydney FC,Caceres,51.2,41.7,70.7,71.7,Brattan,True,,,
100305,1H,23,44,pass,progressive_pass,Sydney FC,Caceres,45.7,65.7,70.2,54.2,Burgess,True,,,
100696,1H,23,45,touch,,Sydney FC,Caceres,60.7,14.6,,,,,,,
100393,1H,23,53,pass,short_or_medium_pass,Melbourne Victory,Neyder,24.5,78.1,41.3,56.3,Brimmer,True,,,
100872,1H,23,57,touch,,Melbourne Victory,Kalifa,29.4,96.6,,,,,,,
100107,1H,24,9,pass,short_or_medium_pass,Sydney FC,Burgess,21.5,52.0,10.5,63.0,Redmayne,True,,,
100274,1H,24,17,pass,short_or_medium_pass,Sydney FC,Brattan,72.7,88.6,63.6,74.0,Kucharski,True,,,
100111,1H,24,19,pass,short_or_medium_pass,Sydney FC,Burgess,28.3,70.1,19.3,33.6,Rodwell,True,,,
100292,1H,24,20,pass,progressive_pass,Sydney FC,Grant,29.9,22.2,57.4,54.3,,False,,,
100794,1H,24,22,touch,,Melbourne Victory,Arslan,24.4,90.2,,,,,,,
100453,1H,24,23,pass,short_or_medium_pass,Melbourne Victory,Rojas,62.0,19.3,85.1,51.0,Chiba,True,,,
100808,1H,24,30,touch,,Melbourne Victory,Chiba,4.8,46.4,,,,,,,
100359,1H,24,38,pass,short_or_medium_pass,Melbourne Victory,Geria,22.4,36.4,16.8,22.0,Vidosic,True,,,
100223,1H,24,43,pass,short_or_medium_pass,Sydney FC,Kucharski,57.4,72.3,32.7,30.4,Caceres,True,,,
100003,1H,24,47,shot,,Sydney FC,Brattan,80.3,49.2,,,,,0.13,False,True
100524,1H,24,48,touch,,Sydney FC,Segecic,25.7,83.7,,,,,,,
100669,1H,24,52,touch,,Sydney FC,Lolley,64.3,40.6,,,,,,,
100852,1H,25,5,touch,,Melbourne Victory,Bacus,25.8,1.0,,,,,,,
